numero_lot ; id_client ; nom_produit ; quantite ; date_transaction ; montant
5447;CL9261000;Produit41;5;2024-05-24;348.921959076706
5448;CL28461000;Produit91;40;2023-09-13;993.9200421858898
5449;CL50891000;Produit8;71;2023-07-31;198.07133644921035
5450;CL22431000;Produit72;27;2024-04-29;399.7943496761904
5451;CL26751000;Produit21;21;2024-02-09;830.8082111465594
5452;CL60551000;Produit15;55;2023-09-26;266.11013181915627
5453;CL28961000;Produit30;94;2024-05-23;684.6001649402804
5454;CL62711000;Produit65;58;2024-04-21;866.4084956845469
5455;CL1721000;Produit30;3;2023-08-09;597.4294934798813
5456;CL36941000;Produit29;63;2023-11-10;655.1926727444225
5457;CL72181000;Produit95;15;2023-08-12;868.3043803307008
5458;CL48471000;Produit65;45;2023-08-30;402.4557804252447
5459;CL68401000;Produit93;35;2023-11-28;455.1080864049207
5460;CL54101000;Produit25;21;2023-10-01;747.9150378732875
5461;CL82351000;Produit8;36;2024-01-24;458.87592423498126
5462;CL45151000;Produit40;67;2023-11-15;386.50292246627237
5463;CL9251000;Produit38;10;2023-12-13;657.3849432230737
5464;CL55331000;Produit42;65;2023-09-01;798.7743237726199
5465;CL44451000;Produit51;33;2023-06-07;525.4736835531716
5466;CL61000;Produit69;63;2023-09-26;263.0827299965871
5467;CL7901000;Produit62;10;2024-01-23;812.6994831662737
5468;CL73631000;Produit55;64;2023-11-08;915.2175375317423
5469;CL53441000;Produit26;91;2023-08-17;138.86598904859733
5470;CL76921000;Produit57;94;2024-02-02;199.14518466273827
5471;CL87951000;Produit37;88;2023-09-01;880.3435345068567
5472;CL39141000;Produit62;4;2023-07-16;869.4329440863085
5473;CL20421000;Produit61;58;2023-09-27;75.85147230646564
5474;CL5881000;Produit75;5;2024-04-30;395.6339651389887
5475;CL71001000;Produit20;15;2024-03-27;933.0177609736944
5476;CL72571000;Produit59;17;2024-05-29;896.5624164005332
5477;CL34151000;Produit98;45;2023-06-26;680.2774480988188
5478;CL34951000;Produit39;80;2024-01-02;212.07928827503144
5479;CL84791000;Produit35;67;2023-06-03;783.8786991005359
5480;CL68981000;Produit52;39;2023-09-13;682.2399179579837
5481;CL3951000;Produit14;49;2023-09-13;33.441857699330015
5482;CL78721000;Produit77;58;2024-02-26;502.83063315112236
5483;CL50151000;Produit47;20;2023-07-30;870.8382591021592
5484;CL5601000;Produit25;25;2023-11-11;588.2507042796468
5485;CL86361000;Produit24;46;2023-10-02;165.4439038336661
5486;CL78351000;Produit30;59;2023-10-10;522.097329595357
5487;CL73071000;Produit55;8;2024-05-15;981.062364928373
5488;CL10901000;Produit88;65;2023-08-16;263.80664001583557
5489;CL85531000;Produit0;58;2023-06-29;268.14055257293677
5490;CL11101000;Produit81;61;2024-03-04;981.3229374441487
5491;CL12531000;Produit49;65;2024-03-03;314.1143839801002
5492;CL3271000;Produit9;6;2024-04-19;781.4463707177019
5493;CL42541000;Produit16;12;2023-07-12;699.7700094243309
5494;CL80831000;Produit41;20;2023-07-09;116.58886877098249
5495;CL56251000;Produit68;25;2023-11-08;232.99855356551674
5496;CL81601000;Produit53;93;2023-07-31;790.8961438566037
5497;CL22701000;Produit77;16;2024-03-12;611.0206451201152
5498;CL37251000;Produit84;27;2024-03-31;925.7255532238738
5499;CL5461000;Produit2;21;2024-01-13;828.4824080606028
5500;CL69541000;Produit13;5;2024-01-20;241.36489159545314
5501;CL61281000;Produit9;30;2024-04-12;702.3524530834527
5502;CL57831000;Produit16;69;2023-06-15;424.60369871919613
5503;CL3611000;Produit47;88;2024-04-16;753.5123564961781
5504;CL59461000;Produit75;32;2024-02-18;852.6985416295444
5505;CL23961000;Produit9;27;2024-05-17;162.72057638745667
5506;CL62251000;Produit67;57;2024-04-10;879.6864376648509
5507;CL11031000;Produit79;65;2023-06-16;241.28478092403847
5508;CL43431000;Produit70;93;2023-06-14;908.5828957800079
5509;CL73551000;Produit71;76;2023-10-17;260.5041803485208
5510;CL44361000;Produit95;27;2023-11-04;209.34236319060864
5511;CL76221000;Produit90;33;2023-09-15;492.595480545653
5512;CL41161000;Produit89;24;2023-06-28;330.5594190927146
5513;CL71711000;Produit75;81;2023-08-31;328.41121003296917
5514;CL58731000;Produit5;86;2024-02-01;909.6524829605768
5515;CL2451000;Produit81;11;2024-03-16;585.4634177825195
5516;CL34041000;Produit55;98;2024-03-21;970.0078537931079
5517;CL28171000;Produit5;28;2024-04-12;935.408456880177
5518;CL84701000;Produit68;5;2023-06-30;221.4883241495252
5519;CL10091000;Produit85;46;2023-10-05;872.7101614239648
5520;CL40211000;Produit18;86;2023-06-30;676.4505408609127
5521;CL77651000;Produit92;40;2023-11-23;20.318502844113468
5522;CL19461000;Produit58;98;2024-01-31;664.4966887503821
5523;CL73251000;Produit1;88;2024-04-28;781.1745375096481
5524;CL84701000;Produit44;77;2023-07-12;344.54667085982163
5525;CL30741000;Produit70;11;2024-01-20;463.6291567310021
5526;CL23801000;Produit0;10;2023-10-08;640.295800345354
5527;CL77561000;Produit59;69;2023-06-13;289.55277593815015
5528;CL40421000;Produit71;64;2023-08-22;518.971383380123
5529;CL16531000;Produit33;53;2023-08-18;426.278037422538
5530;CL17361000;Produit96;35;2024-01-26;411.67030968323985
5531;CL83861000;Produit87;77;2023-06-12;920.4766555113702
5532;CL27311000;Produit95;22;2023-11-26;806.0126847344651
5533;CL55621000;Produit59;43;2023-12-18;866.7039155149331
5534;CL20671000;Produit46;5;2023-09-24;316.8474944149923
5535;CL31191000;Produit37;20;2023-08-02;366.3791214606789
5536;CL34881000;Produit35;63;2024-05-23;623.1710642539722
5537;CL65781000;Produit28;29;2023-08-08;360.2985672588508
5538;CL53231000;Produit61;43;2023-09-30;308.04449972152076
5539;CL19641000;Produit69;48;2024-04-17;717.9432076724336
5540;CL61601000;Produit73;48;2024-04-20;43.30968725962442
5541;CL3361000;Produit43;41;2023-11-16;218.54693911700517
5542;CL38961000;Produit8;92;2023-09-23;151.39610499688598
5543;CL76771000;Produit61;47;2024-04-06;718.49233178337
5544;CL6601000;Produit97;33;2024-01-24;797.979487876114
5545;CL29681000;Produit35;87;2024-05-10;88.61048892823331
5546;CL51901000;Produit6;51;2024-02-05;361.1053293811826
5547;CL2141000;Produit84;86;2023-06-11;677.5514623267826
5548;CL7781000;Produit73;45;2023-08-31;985.4323889182781
5549;CL48071000;Produit48;4;2024-05-29;937.8875099115123
5550;CL50501000;Produit60;84;2023-11-06;314.2038043163299
5551;CL30711000;Produit79;76;2023-11-08;801.9956118504606
5552;CL42861000;Produit21;43;2024-02-08;302.53666377984064
5553;CL17981000;Produit70;75;2024-04-04;92.17628098910825
5554;CL42011000;Produit36;56;2024-05-02;813.6662623230106
5555;CL25201000;Produit87;74;2024-02-26;913.6991743581665
5556;CL49271000;Produit46;4;2023-06-16;546.3221297367597
5557;CL66961000;Produit55;7;2024-03-22;400.4713278037917
5558;CL64291000;Produit4;29;2023-07-10;76.79374737242377
5559;CL9501000;Produit67;82;2024-02-14;938.4107973805651
5560;CL78891000;Produit74;90;2024-02-14;680.2096446251918
5561;CL6241000;Produit32;60;2023-11-13;284.139229999783
5562;CL75201000;Produit70;93;2023-08-28;952.7620781325155
5563;CL35811000;Produit76;84;2023-06-15;731.7007932768627
5564;CL82701000;Produit21;49;2024-01-26;402.117012388093
5565;CL60601000;Produit12;74;2023-08-27;203.25083870484912
5566;CL86471000;Produit84;59;2024-05-01;358.0274907671855
5567;CL3321000;Produit31;8;2023-07-31;794.264825982209
5568;CL82511000;Produit63;5;2024-03-15;296.58569355935117
5569;CL83581000;Produit66;34;2023-06-21;498.18707755116793
5570;CL10161000;Produit48;74;2023-09-29;530.8884530963816
5571;CL18611000;Produit21;74;2024-03-02;340.61428844682996
5572;CL57701000;Produit40;66;2023-07-12;490.83548951175663
5573;CL86461000;Produit33;41;2024-01-05;370.29137058281464
5574;CL2451000;Produit80;46;2023-06-05;426.9227044784527
5575;CL50671000;Produit33;97;2024-04-23;772.245221661647
5576;CL53471000;Produit77;65;2023-06-03;795.231090990222
5577;CL57931000;Produit77;79;2023-12-15;341.3071816452538
5578;CL24881000;Produit93;93;2024-05-16;315.2511931891428
5579;CL42021000;Produit32;70;2023-09-10;378.75072048040784
5580;CL54501000;Produit54;96;2024-01-27;522.0326327319359
5581;CL46861000;Produit78;6;2023-12-02;477.61941410231526
5582;CL141000;Produit94;40;2023-08-16;251.62492922380318
5583;CL12431000;Produit26;11;2023-06-10;138.0264506693306
5584;CL61411000;Produit23;66;2024-02-16;392.5043601586921
5585;CL71251000;Produit39;81;2024-04-25;711.9096566677331
5586;CL55241000;Produit32;100;2023-10-06;508.18908766751133
5587;CL57271000;Produit32;64;2024-02-02;129.7179391460923
5588;CL67471000;Produit9;46;2023-08-17;381.46775396265366
5589;CL88141000;Produit51;14;2023-07-31;221.73978685893127
5590;CL64451000;Produit55;62;2023-11-05;431.4475635631039
5591;CL74951000;Produit75;98;2023-07-05;804.3685530028022
5592;CL19261000;Produit64;16;2024-03-03;660.2133436777084
5593;CL79121000;Produit50;61;2023-09-21;621.7952106777169
5594;CL29631000;Produit62;60;2023-08-13;979.4346061443582
5595;CL22431000;Produit30;24;2024-02-17;504.3495115321096
5596;CL63871000;Produit50;8;2024-01-10;463.32284989230305
5597;CL19921000;Produit95;63;2024-02-01;124.04823212599173
5598;CL24981000;Produit1;26;2024-05-02;806.3942685753342
5599;CL64401000;Produit79;64;2024-03-23;201.58979687125958
5600;CL72371000;Produit75;22;2024-04-20;232.404785030394
5601;CL32791000;Produit66;81;2023-06-21;37.94404837396108
5602;CL29141000;Produit93;98;2024-04-21;568.3764296679911
5603;CL31691000;Produit77;45;2023-10-08;291.3712418292652
5604;CL37271000;Produit78;79;2023-08-08;240.01079839859685
5605;CL67571000;Produit74;99;2024-05-22;340.86581494106156
5606;CL84421000;Produit45;33;2024-05-21;76.07765708607616
5607;CL67921000;Produit1;7;2023-11-18;471.01466455059193
5608;CL71991000;Produit1;84;2023-07-18;600.075618537015
5609;CL79051000;Produit58;61;2023-08-16;897.6025363323308
5610;CL19581000;Produit13;89;2023-12-25;881.9878395247118
5611;CL10501000;Produit80;69;2024-02-07;167.15627583466755
5612;CL74121000;Produit7;99;2023-08-22;557.112209828693
5613;CL32791000;Produit54;70;2023-09-23;746.3220721334892
5614;CL48731000;Produit69;81;2024-05-12;987.4483593923446
5615;CL4471000;Produit18;73;2023-11-23;85.4988948059121
5616;CL13941000;Produit20;81;2024-05-04;895.0953667665801
5617;CL27361000;Produit35;13;2023-09-26;677.6442865408299
5618;CL63801000;Produit82;49;2024-01-31;461.5850059228217
5619;CL81201000;Produit11;43;2023-07-08;492.4204655648467
5620;CL31291000;Produit38;31;2024-01-25;538.4801790667292
5621;CL6461000;Produit93;35;2024-02-23;752.8129176927033
5622;CL13661000;Produit26;59;2024-05-15;158.24867913666503
5623;CL42641000;Produit4;98;2024-01-24;578.6332222337485
5624;CL75301000;Produit77;64;2024-02-18;392.12804491072905
5625;CL73021000;Produit82;32;2023-11-20;866.6818016213192
5626;CL9231000;Produit75;8;2024-03-14;89.07948794297316
5627;CL21481000;Produit45;47;2024-05-03;951.2096435505279
5628;CL23541000;Produit91;41;2023-08-31;34.05196671679625
5629;CL37011000;Produit89;42;2023-08-13;551.2604887369436
5630;CL3021000;Produit95;54;2023-09-22;260.6047321230543
5631;CL32441000;Produit99;21;2024-03-31;921.7270592560601
5632;CL22861000;Produit35;59;2024-02-05;974.8433177712099
5633;CL61641000;Produit21;33;2023-06-03;465.90589096985696
5634;CL19761000;Produit92;95;2024-03-24;650.8885664767741
5635;CL68961000;Produit86;91;2023-06-23;435.03043056905176
5636;CL48291000;Produit63;60;2023-08-02;970.4067151781642
5637;CL45501000;Produit89;30;2023-10-25;750.9010441232391
5638;CL64311000;Produit35;97;2024-03-10;366.6712300942865
5639;CL49401000;Produit18;30;2023-07-28;845.174137298054
5640;CL8981000;Produit48;42;2024-03-01;80.20539001541997
5641;CL51571000;Produit90;98;2023-07-26;332.12881680291673
5642;CL78711000;Produit99;85;2023-10-03;965.1679354447119
5643;CL49171000;Produit69;45;2024-03-26;772.4757911982914
5644;CL73681000;Produit64;24;2023-06-25;221.60798453032064
5645;CL58721000;Produit42;40;2024-04-23;615.8275625048585
5646;CL37411000;Produit38;15;2023-09-22;695.7428833999231
5647;CL85941000;Produit30;83;2023-12-17;988.301197984396
5648;CL24691000;Produit78;99;2024-04-12;522.1292647101928
5649;CL68081000;Produit41;51;2024-01-16;864.007988409451
5650;CL1441000;Produit89;78;2023-08-10;255.53046890427518
5651;CL32921000;Produit94;86;2023-11-07;332.19745514506957
5652;CL18241000;Produit68;99;2023-07-06;525.3706639451975
5653;CL3111000;Produit98;54;2023-07-30;293.0138230998486
5654;CL52151000;Produit20;6;2024-01-16;829.7466804634618
5655;CL77351000;Produit41;67;2023-08-20;879.3017287575715
5656;CL62601000;Produit90;72;2023-07-18;483.2928139079305
5657;CL43291000;Produit57;38;2024-03-03;529.9269823403591
5658;CL69351000;Produit90;9;2023-07-01;301.91524266382544
5659;CL77681000;Produit0;63;2023-11-15;404.5762638343521
5660;CL69711000;Produit59;66;2023-07-06;877.0908001336797
5661;CL77951000;Produit81;52;2023-08-11;794.0461807884783
5662;CL59631000;Produit83;74;2023-06-30;411.5287008068656
5663;CL81821000;Produit99;9;2024-02-02;944.3559001376588
5664;CL80601000;Produit54;58;2023-10-29;471.39427416703705
5665;CL27191000;Produit70;68;2023-06-12;13.509976603923167
5666;CL23051000;Produit16;82;2023-10-28;566.771095970856
5667;CL61541000;Produit35;22;2023-06-26;984.9421692802617
5668;CL24621000;Produit16;67;2023-10-18;351.7778321590975
5669;CL45591000;Produit7;96;2023-12-22;690.2900327093688
5670;CL46121000;Produit39;14;2023-11-21;697.8501694813922
5671;CL22791000;Produit56;68;2023-10-01;142.53863264260042
5672;CL29711000;Produit35;91;2024-01-13;923.6438689433734
5673;CL33261000;Produit92;80;2024-03-15;170.24650199203944
5674;CL41571000;Produit63;27;2024-03-03;632.2181964109358
5675;CL55311000;Produit3;33;2023-11-21;448.6956159479908
5676;CL65591000;Produit28;24;2024-04-29;51.42795852666386
5677;CL77231000;Produit63;45;2024-03-08;608.7170773310075
5678;CL60661000;Produit73;79;2024-03-07;636.5060482353169
5679;CL30841000;Produit79;2;2023-07-03;870.6170907336542
5680;CL26781000;Produit79;28;2023-11-27;30.778809307022797
5681;CL75181000;Produit90;7;2024-02-24;56.20309280282415
5682;CL01000;Produit11;37;2023-08-17;771.3525353044806
5683;CL49401000;Produit70;17;2023-06-23;986.1816859521421
5684;CL75061000;Produit73;18;2024-04-20;992.8779562318425
5685;CL78331000;Produit1;23;2023-07-18;133.12022302300474
5686;CL84571000;Produit51;70;2023-10-16;194.48089339569512
5687;CL73421000;Produit79;7;2024-02-01;359.33930314679054
5688;CL62121000;Produit95;11;2023-06-19;609.3906478358558
5689;CL28171000;Produit71;1;2024-05-19;547.2981131180612
5690;CL18391000;Produit94;19;2023-10-12;634.356529070734
5691;CL68641000;Produit68;11;2023-10-13;132.66853914655962
5692;CL50701000;Produit75;78;2023-08-15;948.6783768306254
5693;CL74031000;Produit52;7;2024-04-05;672.9426822922029
5694;CL12631000;Produit32;1;2023-08-14;151.55559296597423
5695;CL41751000;Produit64;18;2023-09-02;500.3154208808898
5696;CL79601000;Produit8;9;2023-09-19;448.8540674904619
5697;CL56721000;Produit87;41;2023-07-26;505.1166138158379
5698;CL2631000;Produit18;29;2023-10-02;237.58046944423148
5699;CL74151000;Produit53;41;2023-06-20;456.2818751266907
5700;CL65851000;Produit5;26;2023-10-03;431.0252253085331
5701;CL50251000;Produit32;93;2023-12-23;389.4476882717361
5702;CL60011000;Produit97;93;2023-09-18;691.2793662410844
5703;CL10571000;Produit14;3;2024-03-01;970.0932458188299
5704;CL63061000;Produit38;95;2024-02-29;206.6461614587597
5705;CL66921000;Produit45;29;2024-03-20;412.74165137440787
5706;CL88871000;Produit12;21;2023-07-09;761.2584627058391
5707;CL28831000;Produit97;37;2023-12-30;414.24683805842056
5708;CL26631000;Produit40;36;2024-04-06;536.2891279481455
5709;CL36551000;Produit48;8;2024-01-17;186.45548026926923
5710;CL80381000;Produit73;83;2024-03-12;378.7207785872406
5711;CL23971000;Produit28;29;2023-06-14;165.5293716025988
5712;CL71661000;Produit99;84;2024-05-03;803.3453669116784
5713;CL84731000;Produit5;1;2023-10-09;931.5786212285606
5714;CL25641000;Produit69;65;2023-07-05;929.0231361209313
5715;CL65751000;Produit78;19;2023-09-07;915.2889807132998
5716;CL46381000;Produit38;92;2023-09-25;365.18111710019735
5717;CL69961000;Produit51;34;2024-01-04;420.3742236208341
5718;CL31301000;Produit79;95;2023-09-07;331.9121325598584
5719;CL33721000;Produit66;84;2023-12-24;992.0579311661876
5720;CL53941000;Produit87;45;2024-01-03;136.0988799999001
5721;CL55101000;Produit79;59;2023-08-30;907.6492211364065
5722;CL88351000;Produit24;42;2023-12-23;829.8832016873598
5723;CL66341000;Produit81;11;2023-06-14;993.5459077781235
5724;CL74121000;Produit43;81;2024-02-11;991.0941496991669
5725;CL5791000;Produit54;33;2024-02-02;901.7511344766782
5726;CL8591000;Produit31;80;2024-01-15;821.4010396393434
5727;CL31361000;Produit94;91;2024-01-25;973.9580048804809
5728;CL29311000;Produit7;30;2023-11-11;166.84785517847783
5729;CL42531000;Produit41;61;2024-05-13;593.3315899417813
5730;CL40811000;Produit33;46;2024-01-28;540.8276169323182
5731;CL75671000;Produit12;64;2024-01-27;796.8410746733622
5732;CL63581000;Produit50;88;2024-05-28;426.6592292657769
5733;CL5571000;Produit59;11;2024-04-08;178.07067391956173
5734;CL84711000;Produit89;72;2023-12-24;549.8234673734804
5735;CL63631000;Produit69;74;2023-08-06;853.2215140641806
5736;CL85191000;Produit44;15;2024-02-21;49.0994153433405
5737;CL47761000;Produit28;35;2023-08-31;258.0230822926102
5738;CL46211000;Produit35;21;2023-11-14;955.7208828013182
5739;CL35441000;Produit79;85;2023-11-29;639.6712070508343
5740;CL2661000;Produit47;26;2023-06-20;916.0553883827562
5741;CL361000;Produit11;4;2024-02-04;235.02626644378833
5742;CL66901000;Produit79;37;2023-11-07;200.9121030865571
5743;CL61171000;Produit58;23;2024-03-30;751.1233987985336
5744;CL53551000;Produit47;83;2024-05-30;704.5342964216353
5745;CL8161000;Produit27;77;2023-09-03;448.702571375947
5746;CL68441000;Produit57;42;2023-07-26;613.6531814980068
5747;CL13331000;Produit3;79;2024-05-18;958.75923764138
5748;CL46681000;Produit14;53;2023-11-02;628.1124972752536
5749;CL71681000;Produit20;67;2023-07-04;230.99200151129253
5750;CL87871000;Produit70;25;2024-01-14;214.8543215678739
5751;CL11931000;Produit25;1;2023-12-12;734.0949680384009
5752;CL88461000;Produit64;34;2023-12-06;968.2395290797339
5753;CL6721000;Produit2;19;2023-12-15;508.8682755373222
5754;CL62271000;Produit40;83;2023-12-27;387.40951813822505
5755;CL28961000;Produit74;23;2024-04-06;336.5239969646102
5756;CL59561000;Produit70;71;2023-09-05;482.74592682393313
5757;CL53331000;Produit22;17;2024-04-11;746.9210313756861
5758;CL37601000;Produit36;8;2023-12-03;814.4135905236997
5759;CL33361000;Produit53;59;2023-09-09;103.00281841949716
5760;CL70681000;Produit53;3;2024-01-23;318.855018071228
5761;CL34071000;Produit67;22;2024-05-25;131.82821475127864
5762;CL34481000;Produit14;79;2024-05-03;420.2219600090041
5763;CL82911000;Produit67;11;2023-07-14;885.3183259131728
5764;CL87331000;Produit2;29;2023-12-30;660.7623930698074
5765;CL58181000;Produit81;23;2023-08-01;681.3971755231113
5766;CL24921000;Produit90;5;2024-05-25;673.7285200685028
5767;CL80431000;Produit9;33;2024-02-03;862.4341728739637
5768;CL66981000;Produit50;37;2023-11-18;687.4231489739725
5769;CL38011000;Produit98;84;2024-02-19;61.819742751294235
5770;CL50721000;Produit83;30;2023-08-06;676.4691299198234
5771;CL29351000;Produit3;37;2023-09-25;832.7872229034202
5772;CL25261000;Produit54;20;2024-01-17;204.57545833323027
5773;CL69061000;Produit84;59;2024-01-13;848.0662015103323
5774;CL78871000;Produit90;12;2023-11-12;769.2036924585826
5775;CL51081000;Produit13;86;2023-11-19;284.09058551354116
5776;CL3111000;Produit99;78;2023-09-17;86.23029021457637
5777;CL54851000;Produit28;55;2023-06-14;283.9342355115751
5778;CL53921000;Produit95;29;2024-05-06;879.4866565048611
5779;CL4531000;Produit28;14;2023-06-08;926.1975092030557
5780;CL8371000;Produit62;62;2023-06-17;494.8705544595633
5781;CL54461000;Produit75;43;2023-10-26;860.1736097201322
5782;CL71011000;Produit41;80;2023-09-05;399.4060431555194
5783;CL78691000;Produit77;26;2024-04-18;295.8915498674622
5784;CL57841000;Produit31;62;2024-04-06;746.4297258135133
5785;CL55991000;Produit43;21;2024-05-19;231.3243924111608
5786;CL34871000;Produit29;92;2023-06-30;807.1532321605748
5787;CL51121000;Produit27;71;2023-07-06;41.090676760161955
5788;CL3411000;Produit25;36;2023-06-12;765.7578041599182
5789;CL13191000;Produit77;11;2023-12-21;884.4351041475279
5790;CL22521000;Produit70;17;2023-11-20;328.38118758518397
5791;CL84471000;Produit96;24;2023-12-02;295.8894332330196
5792;CL80261000;Produit62;79;2024-03-06;250.73449581728917
5793;CL71511000;Produit59;57;2023-10-29;835.6697808322681
5794;CL50021000;Produit13;10;2023-12-16;183.4156052975279
5795;CL68811000;Produit87;6;2023-10-01;177.11038001596688
5796;CL10701000;Produit74;45;2023-07-10;798.4523510619204
5797;CL80161000;Produit30;14;2024-01-20;293.96656936079563
5798;CL24981000;Produit48;34;2023-10-04;534.3035900729984
5799;CL25951000;Produit45;16;2023-08-09;627.5974438756483
5800;CL35391000;Produit83;39;2024-03-10;724.9696577226116
5801;CL76061000;Produit91;79;2023-08-15;574.3777781042445
5802;CL13261000;Produit82;4;2024-01-04;621.4173419926684
5803;CL70651000;Produit27;21;2024-02-11;681.3561401367787
5804;CL84131000;Produit13;21;2024-03-13;441.02074735366205
5805;CL7211000;Produit1;12;2024-04-11;347.5001414349339
5806;CL49471000;Produit47;32;2023-11-12;92.87453413277485
5807;CL51951000;Produit40;45;2023-08-19;640.8319284432084
5808;CL34171000;Produit62;15;2023-08-30;119.77285154311514
5809;CL66711000;Produit67;36;2023-08-04;685.4963750415108
5810;CL85531000;Produit43;36;2024-04-19;441.394823866397
5811;CL59701000;Produit55;93;2024-05-03;397.1149370536115
5812;CL10791000;Produit22;46;2024-04-29;699.2328219688733
5813;CL78361000;Produit25;48;2024-05-22;449.6128020695909
5814;CL32711000;Produit15;36;2023-07-22;42.38225528253673
5815;CL36161000;Produit29;7;2024-04-20;259.6711415197182
5816;CL63041000;Produit34;9;2023-10-21;151.2320696093784
5817;CL50431000;Produit75;37;2024-03-14;318.8152204990114
5818;CL64001000;Produit0;39;2024-05-26;164.00479356932243
5819;CL29321000;Produit78;67;2023-08-15;943.3220585909163
5820;CL66331000;Produit83;17;2023-06-06;501.0579543762928
5821;CL46911000;Produit11;63;2023-07-20;564.1940468087129
5822;CL53931000;Produit2;12;2024-02-28;424.8380701713761
5823;CL76771000;Produit43;10;2023-08-20;366.63120197331705
5824;CL28631000;Produit67;82;2023-06-01;376.750140719142
5825;CL6031000;Produit93;51;2023-09-18;259.13162935616907
5826;CL77451000;Produit81;34;2023-10-31;97.24749741294706
5827;CL5631000;Produit56;90;2023-12-31;617.6030517226584
5828;CL19061000;Produit41;72;2024-01-18;314.8447122285589
5829;CL33031000;Produit1;82;2024-02-17;820.8793294887022
5830;CL38561000;Produit65;41;2023-10-03;765.1024575066407
5831;CL63141000;Produit86;11;2023-11-20;529.6616509384735
5832;CL26191000;Produit76;96;2023-07-01;599.9244978051016
5833;CL51771000;Produit34;24;2024-01-25;445.15802924183373
5834;CL25771000;Produit37;31;2023-08-07;392.64953737516254
5835;CL36861000;Produit60;70;2024-05-19;343.2479608352861
5836;CL59581000;Produit87;9;2023-06-02;288.72318361771005
5837;CL80651000;Produit68;47;2024-02-07;491.675796951973
5838;CL57041000;Produit94;73;2023-07-03;627.4156105404586
5839;CL29201000;Produit8;65;2024-04-07;766.0615694976864
5840;CL39131000;Produit1;56;2024-03-01;385.7316280960614
5841;CL83671000;Produit29;15;2023-08-22;515.0475462829988
5842;CL59731000;Produit84;100;2024-02-09;333.8703418693785
5843;CL37691000;Produit90;49;2023-06-12;757.9697939248034
5844;CL40111000;Produit41;40;2023-11-25;626.2687187821518
5845;CL88761000;Produit50;8;2024-03-12;742.5066547250253
5846;CL61601000;Produit78;45;2023-12-19;106.24596666432957
5847;CL30031000;Produit30;92;2023-07-13;424.9180881927879
5848;CL63511000;Produit49;20;2024-04-26;554.805077357887
5849;CL16051000;Produit74;99;2023-11-28;977.014079796505
5850;CL4841000;Produit29;38;2023-09-28;798.3964191406856
5851;CL44511000;Produit41;76;2023-08-22;479.7985270007643
5852;CL86231000;Produit57;76;2023-12-04;280.9665816618994
5853;CL71521000;Produit23;41;2024-01-30;961.9012456556848
5854;CL18701000;Produit60;32;2023-10-09;355.87113798182384
5855;CL32821000;Produit28;11;2023-10-24;387.1688291410012
5856;CL23781000;Produit8;40;2024-05-18;883.0962080360262
5857;CL58771000;Produit23;7;2023-12-02;871.0236030868748
5858;CL83551000;Produit83;87;2023-08-07;220.4875018318963
5859;CL11361000;Produit33;41;2024-03-24;882.962314709633
5860;CL39831000;Produit48;66;2024-01-21;199.5159532321816
5861;CL48471000;Produit87;5;2023-10-20;496.5567027637697
5862;CL62931000;Produit31;5;2023-12-14;550.6052278529742
5863;CL73041000;Produit59;98;2024-01-20;179.88979571464986
5864;CL23521000;Produit29;12;2024-05-22;360.7067082793087
5865;CL2491000;Produit16;36;2023-08-13;905.0331951670714
5866;CL19271000;Produit71;64;2023-07-21;371.0384589159489
5867;CL36071000;Produit53;70;2023-10-05;194.10743135649722
5868;CL60171000;Produit81;40;2024-02-19;761.5132074484841
5869;CL75151000;Produit25;37;2023-10-05;50.99844270169798
5870;CL21171000;Produit27;27;2023-06-01;785.0865368441401
5871;CL71091000;Produit77;12;2024-02-12;658.9101989271446
5872;CL53991000;Produit64;4;2023-12-19;671.1817935041718
5873;CL17071000;Produit2;63;2024-01-14;506.7543856677549
5874;CL67341000;Produit71;70;2024-04-06;897.5213564522834
5875;CL29951000;Produit81;52;2023-09-01;556.7085144486068
5876;CL64181000;Produit20;14;2024-04-10;140.5525255532992
5877;CL11571000;Produit29;46;2024-02-06;226.06548647257227
5878;CL81781000;Produit63;84;2024-02-13;871.539783222353
5879;CL47081000;Produit32;93;2024-05-22;391.35611166396023
5880;CL21881000;Produit64;37;2024-04-18;930.0534884109898
5881;CL65711000;Produit31;23;2023-07-27;249.4172808714532
5882;CL3171000;Produit19;43;2024-04-28;424.67132945750603
5883;CL59251000;Produit40;57;2023-07-08;479.0207308286956
5884;CL46951000;Produit15;39;2024-01-25;559.2838064580354
5885;CL57981000;Produit14;93;2023-10-09;858.4476008874844
5886;CL46671000;Produit83;60;2023-09-26;88.42678979539544
5887;CL49901000;Produit93;80;2024-02-27;847.2239604563681
5888;CL50191000;Produit1;74;2023-12-15;678.922702453336
5889;CL58761000;Produit63;36;2023-09-04;567.5121490261944
5890;CL20181000;Produit71;45;2023-07-30;484.0806537240284
5891;CL43511000;Produit82;17;2023-09-19;768.4253268804393
5892;CL75511000;Produit83;28;2024-05-18;948.466344634468
5893;CL40561000;Produit4;10;2024-03-05;121.00047606789789
5894;CL47551000;Produit2;22;2023-07-20;212.39993188634446
5895;CL77491000;Produit21;2;2024-04-27;116.58594509065365
5896;CL87401000;Produit82;19;2024-01-13;658.8693317742835
5897;CL14951000;Produit37;9;2023-08-21;795.9850435161394
